en	te
టామ్‌కు ఇంకా నియమాలు తెలుసని నేను అనుకోను.	I don't think that Tom knows the rules yet.
దాని కోసం మేము ఎదురు చూస్తున్నాము.	That's what we're waiting for.
ఇంగ్లాండ్‌లో, వేసవిలో, ఉదయం 4 గంటలకు సూర్యుడు ఉదయిస్తాడు.	In England, in the summer, the sun rises at about 4 a.m.
మా ఇద్దరికీ కొంత బరువు తగ్గాలి.	Both of us should lose some weight.
నేను ఈ షెల్ఫ్‌లోని ప్రతి పుస్తకాన్ని చదివాను.	I've read every book on this shelf.
క్షమించండి, మీకు తప్పు సంఖ్య ఉంది.	I'm sorry, you have the wrong number.
మళ్ళీ తనిఖీ చేయండి.	Check it again.
ఆమె పోర్చుగల్‌లోని ఫ్రెంచ్ రాయబారి.	She's the French ambassador to Portugal.
ఈ రైఫిల్ యొక్క బారెల్ శుభ్రం చేయండి.	Clean the barrel of this rifle.
నాకు ఇప్పుడు చాలా కోపం ఉంది.	I'm very angry now.
టామ్ మా ప్రశ్నలకు సమాధానం ఇవ్వడానికి నిరాకరించాడు.	Tom refused to answer our questions.
నువ్వు పరిపూర్ణ స్నేహితురాలు.	You're the perfect girlfriend.
టామ్ తన ఇంటి పనికి నేను సహాయం చేయాలా?	Should I help Tom with his homework?
మీరు పాడతారా?	Will you sing?
నేను టామ్ లాగా ధైర్యంగా లేను.	I'm not as brave as Tom.
ఆ గదిని చిత్రించడానికి నాకు చాలా గంటలు పట్టింది.	It took me several hours to paint that room.
టామ్ డబ్బు జేబులో పెట్టుకున్నాడు.	Tom pocketed the money.
ఎవరూ ఎక్కడికి వెళ్ళడం లేదు.	Nobody's going anywhere.
నేను దానిని ఎలా చేయగలను?	How could I've let that happen?
దయచేసి నన్ను క్షేమించండి	please excuse me
స్వామి వివేకానంద గొప్ప భారతీయ సాధువు శిష్యుడు.	Swami Vivekananda was a disciple of the great Indian saint.
నన్ను క్షమించండి, కానీ మీరు కూర్చోవడానికి స్థలం ఉన్నందున మీరు కొంచెం ముందుకు వెళ్ళగలరా?	I'm sorry, but could you move over a bit so I have room to sit?
టామ్ తాను చేస్తానని వాగ్దానం చేసినట్లు చేశాడు.	Tom did what he promised he'd do.
టామ్ మా రక్షణకు వస్తున్నాడని నేను అనుకోను.	I don't think Tom is coming to our rescue.
మీరు ఎత్తులకు భయపడుతున్నారని నాకు తెలుసు.	I know you're afraid of heights.
భోజనాల గదికి రెండు తలుపులు ఉన్నాయి.	The dining room has two doors.
నా ఇల్లు పట్టణ శివార్లలో ఉంది.	My house is on the outskirts of town.
K. S. చిత్ర ఆరు జాతీయ చలనచిత్ర అవార్డులు, ఐదు ఫిల్మ్‌ఫేర్ అవార్డులు సౌత్ మరియు అనేక రాష్ట్ర ప్రభుత్వ అవార్డులతో సహా సంగీతానికి ఆమె చేసిన కృషికి అనేక అవార్డులను గెలుచుకుంది.	K. S. Chitra has won numerous awards for her contribution to music including six National Film Awards, five Filmfare Awards South, and several state government awards.
నేను తప్పనిసరిగా కొత్త జత బూట్లు కొనాలి.	I must buy a new pair of shoes.
మీరు ఎంత తరచుగా స్నానం చేస్తారు?	How often do you take a shower?
చాలా మంది పురుషులు కూడా సన్నగా ఉండాలని కోరుకుంటారు.	Many men want to be thin, too.
వారు ఎప్పుడైనా టామ్‌ను కనుగొన్నారా?	Did they ever find Tom?
అతనికి టయోటా ఉంది.	He has a Toyota.
